GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC08_VC80,"2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $50,000 to $74,999"
HC09_VC80,"2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $50,000 to $74,999"
HC01_VC81,"2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $75,000 to $99,999"
HC02_VC81,"2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $75,000 to $99,999"
HC03_VC81,"2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $75,000 to $99,999"
HC04_VC81,"2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $75,000 to $99,999"
HC05_VC81,"2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $75,000 to $99,999"
HC06_VC81,"2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $75,000 to $99,999"
HC07_VC81,"2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $75,000 to $99,999"
HC08_VC81,"2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $75,000 to $99,999"
HC09_VC81,"2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $75,000 to $99,999"
HC01_VC82,"2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $100,000 to $149,999"
HC02_VC82,"2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $100,000 to $149,999"
HC03_VC82,"2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $100,000 to $149,999"
HC04_VC82,"2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $100,000 to $149,999"
HC05_VC82,"2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $100,000 to $149,999"
HC06_VC82,"2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $100,000 to $149,999"
HC07_VC82,"2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $100,000 to $149,999"
HC08_VC82,"2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $100,000 to $149,999"
HC09_VC82,"2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $100,000 to $149,999"
HC01_VC83,"2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $150,000 to $199,999"
HC02_VC83,"2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $150,000 to $199,999"
HC03_VC83,"2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $150,000 to $199,999"
HC04_VC83,"2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $150,000 to $199,999"
HC05_VC83,"2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $150,000 to $199,999"
HC06_VC83,"2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $150,000 to $199,999"
HC07_VC83,"2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $150,000 to $199,999"
HC08_VC83,"2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $150,000 to $199,999"
HC09_VC83,"2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $150,000 to $199,999"
HC01_VC84,"2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $200,000 or more"
HC02_VC84,"2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $200,000 or more"
HC03_VC84,"2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $200,000 or more"
HC04_VC84,"2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $200,000 or more"
HC05_VC84,"2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $200,000 or more"
HC06_VC84,"2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $200,000 or more"
HC07_VC84,"2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $200,000 or more"
HC08_VC84,"2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $200,000 or more"
HC09_VC84,"2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - $200,000 or more"
HC01_VC85,2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars)
HC02_VC85,2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars)
HC03_VC85,2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars)
HC04_VC85,2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars)
HC05_VC85,2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars)
HC06_VC85,2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars)
HC07_VC85,2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars)
HC08_VC85,2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars)
HC09_VC85,2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars)
HC01_VC86,2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Mean household income (dollars)
HC02_VC86,2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Mean household income (dollars)
HC03_VC86,2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Mean household income (dollars)
HC04_VC86,2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Mean household income (dollars)
HC05_VC86,2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Mean household income (dollars)
HC06_VC86,2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Mean household income (dollars)
HC07_VC86,2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Mean household income (dollars)
HC08_VC86,2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Mean household income (dollars)
HC09_VC86,2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Total households - Mean household income (dollars)
HC01_VC89,2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With earnings
HC02_VC89,2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With earnings
HC03_VC89,2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With earnings
HC04_VC89,2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With earnings
HC05_VC89,2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With earnings
HC06_VC89,2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With earnings
HC07_VC89,2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With earnings
HC08_VC89,2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With earnings
HC09_VC89,2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With earnings
HC01_VC90,2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With earnings - Mean earnings (dollars)
HC02_VC90,2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With earnings - Mean earnings (dollars)
HC03_VC90,2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With earnings - Mean earnings (dollars)
HC04_VC90,2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With earnings - Mean earnings (dollars)
HC05_VC90,2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With earnings - Mean earnings (dollars)
HC06_VC90,2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With earnings - Mean earnings (dollars)
HC07_VC90,2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With earnings - Mean earnings (dollars)
HC08_VC90,2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With earnings - Mean earnings (dollars)
HC09_VC90,2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With earnings - Mean earnings (dollars)
HC01_VC91,2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Social Security
HC02_VC91,2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Social Security
HC03_VC91,2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Social Security
HC04_VC91,2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Social Security
HC05_VC91,2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Social Security
HC06_VC91,2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Social Security
HC07_VC91,2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Social Security
HC08_VC91,2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Social Security
HC09_VC91,2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Social Security
HC01_VC92,2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Social Security - Mean Social Security income (dollars)
HC02_VC92,2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Social Security - Mean Social Security income (dollars)
HC03_VC92,2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Social Security - Mean Social Security income (dollars)
HC04_VC92,2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Social Security - Mean Social Security income (dollars)
HC05_VC92,2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Social Security - Mean Social Security income (dollars)
HC06_VC92,2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Social Security - Mean Social Security income (dollars)
HC07_VC92,2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Social Security - Mean Social Security income (dollars)
HC08_VC92,2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Social Security - Mean Social Security income (dollars)
HC09_VC92,2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Social Security - Mean Social Security income (dollars)
HC01_VC93,2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With retirement income
HC02_VC93,2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With retirement income
HC03_VC93,2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With retirement income
HC04_VC93,2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With retirement income
HC05_VC93,2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With retirement income
HC06_VC93,2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With retirement income
HC07_VC93,2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With retirement income
HC08_VC93,2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With retirement income
HC09_VC93,2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With retirement income
HC01_VC94,2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With retirement income - Mean retirement income (dollars)
HC02_VC94,2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With retirement income - Mean retirement income (dollars)
HC03_VC94,2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With retirement income - Mean retirement income (dollars)
HC04_VC94,2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With retirement income - Mean retirement income (dollars)
HC05_VC94,2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With retirement income - Mean retirement income (dollars)
HC06_VC94,2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With retirement income - Mean retirement income (dollars)
HC07_VC94,2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With retirement income - Mean retirement income (dollars)
HC08_VC94,2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With retirement income - Mean retirement income (dollars)
HC09_VC94,2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With retirement income - Mean retirement income (dollars)
HC01_VC97,2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income
HC02_VC97,2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income
HC03_VC97,2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income
HC04_VC97,2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income
HC05_VC97,2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income
HC06_VC97,2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income
HC07_VC97,2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income
HC08_VC97,2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income
HC09_VC97,2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income
HC01_VC98,2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income - Mean Supplemental Security Income (dollars)
HC02_VC98,2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income - Mean Supplemental Security Income (dollars)
HC03_VC98,2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income - Mean Supplemental Security Income (dollars)
HC04_VC98,2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income - Mean Supplemental Security Income (dollars)
HC05_VC98,2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income - Mean Supplemental Security Income (dollars)
HC06_VC98,2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income - Mean Supplemental Security Income (dollars)
HC07_VC98,2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income - Mean Supplemental Security Income (dollars)
HC08_VC98,2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income - Mean Supplemental Security Income (dollars)
HC09_VC98,2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Supplemental Security Income - Mean Supplemental Security Income (dollars)
HC01_VC99,2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income
HC02_VC99,2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income
HC03_VC99,2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income
HC04_VC99,2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income
HC05_VC99,2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income
HC06_VC99,2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income
HC07_VC99,2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income
HC08_VC99,2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income
HC09_VC99,2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income
HC01_VC100,2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income - Mean cash public assistance income (dollars)
HC02_VC100,2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income - Mean cash public assistance income (dollars)
HC03_VC100,2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income - Mean cash public assistance income (dollars)
HC04_VC100,2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income - Mean cash public assistance income (dollars)
HC05_VC100,2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income - Mean cash public assistance income (dollars)
HC06_VC100,2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income - Mean cash public assistance income (dollars)
HC07_VC100,2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income - Mean cash public assistance income (dollars)
HC08_VC100,2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income - Mean cash public assistance income (dollars)
HC09_VC100,2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With cash public assistance income - Mean cash public assistance income (dollars)
HC01_VC101,2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months
HC02_VC101,2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months
HC03_VC101,2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months
HC04_VC101,2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months
HC05_VC101,2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months
HC06_VC101,2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months
HC07_VC101,2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months
HC08_VC101,2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months
HC09_VC101,2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - With Food Stamp/SNAP benefits in the past 12 months
HC01_VC103,2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families
HC02_VC103,2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families
HC03_VC103,2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families
HC04_VC103,2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families
HC05_VC103,2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families
HC06_VC103,2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families
HC07_VC103,2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families
HC08_VC103,2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families
HC09_VC103,2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families
HC01_VC104,"2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - Less than $10,000"
HC02_VC104,"2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - Less than $10,000"
HC03_VC104,"2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - Less than $10,000"
HC04_VC104,"2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - Less than $10,000"
HC05_VC104,"2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - Less than $10,000"
HC06_VC104,"2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - Less than $10,000"
HC07_VC104,"2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - Less than $10,000"
HC08_VC104,"2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - Less than $10,000"
HC09_VC104,"2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - Less than $10,000"
HC01_VC105,"2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - $10,000 to $14,999"
HC02_VC105,"2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - $10,000 to $14,999"
HC03_VC105,"2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - $10,000 to $14,999"
HC04_VC105,"2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - $10,000 to $14,999"
HC05_VC105,"2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - $10,000 to $14,999"
HC06_VC105,"2011 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - $10,000 to $14,999"
HC07_VC105,"2014 - 2011 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - $10,000 to $14,999"
HC08_VC105,"2010 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - $10,000 to $14,999"
HC09_VC105,"2014 - 2010 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - $10,000 to $14,999"
HC01_VC106,"2014 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - $15,000 to $24,999"
HC02_VC106,"2013 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - $15,000 to $24,999"
HC03_VC106,"2014 - 2013 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - $15,000 to $24,999"
HC04_VC106,"2012 Estimate; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - $15,000 to $24,999"
HC05_VC106,"2014 - 2012 Statistical Significance; INCOME AND BENEFITS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Families - $15,000 to $24,999"
